	key	phon	lemma	form	stress_syl
170040	mătci|matcă|Ncfp-n|0	m @ t tS	matcă	mătci	0
170091	mături|mătură|Ncfp-n|0	m @ t u r i_0	mătură	mături	0
170103	mătuși|mătușă|Ncfp-n|1	m @ t u S i_0	mătușă	mătuși	1
170111	măzărichi|măzăriche|Ncfp-n|2	m @ z @ r i k_j	măzăriche	măzărichi	2
170137	mașini|mașină|Ncfp-n|1	m a S i n i_0	mașină	mașini	1
170146	mașinuțe|mașinuță|Ncfp-n|2	m a S i n u ts e	mașinuță	mașinuțe	2
170156	mașinării|mașinărie|Ncfp-n|3	m a S i n @ r i j	mașinărie	mașinării	3
170161	mațe|maț|Ncfp-n|0	m a ts e	maț	mațe	0
170184	macaci|macac|Ncmp-n|1	m a k a tS	macac	macaci	1
170193	macadamuri|macadam|Ncfp-n|2	m a k a d a m u r i_0	macadam	macadamuri	2
170199	macairoduși|macairodus|Ncmp-n|3	m a k a i r o d u S i_0	macairodus	macairoduși	3
170203	macarale|macara|Ncfp-n|2	m a k a r a l e	macara	macarale	2
170212	macazuri|macaz|Ncfp-n|1	m a k a z u r i_0	macaz	macazuri	1
170244	macedonii|macedonie|Ncfp-n|2	m a tS e d o n i j	macedonie	macedonii	2
170296	macerări|macerare|Ncfp-n|2	m a tS e r @ r i_0	macerare	macerări	2
170303	machete|machetă|Ncfp-n|1	m a k_j e t e	machetă	machete	1
170310	machi|mach|Ncmp-n|0	m a k_j	mach	machi	0
170312	machiaje|machiaj|Ncfp-n|2	m a k_j i a Z e	machiaj	machiaje	2
170330	machiaverlâcuri|machiaverlâc|Ncfp-n|4	m a k_j i a v e r l 1 k u r i_0	machiaverlâc	machiaverlâcuri	4
170339	machiori|machior|Ncmp-n|2	m a k_j i o r i_0	machior	machiori	2
170347	machmetre|machmetru|Ncfp-n|1	m a tS h m e t r e	machmetru	machmetre	1
170355	maci|mac|Ncmp-n|0	m a tS	mac	maci	0
170365	macrocosm|=|Ncfp-n|2	m a k r o k o s m	=	macrocosm	2
170387	macrogameți|macrogamet|Ncmp-n|3	m a k r o g a m e ts i_0	macrogamet	macrogameți	3
170390	macronuclee|macronucleu|Ncfp-n|3	m a k r o n u k l e e	macronucleu	macronuclee	3
170413	macrosporangi|macrosporange|Ncmp-n|3	m a k r o s p o r a n gZ	macrosporange	macrosporangi	3
170423	macrouri|macrou|Ncfp-n|1	m a k r o u r i_0	macrou	macrouri	1
170444	maculatoare|maculator|Ncfp-n|3	m a k u l a t o_X a r e	maculator	maculatoare	3
170469	madame|madamă|Ncfp-n|1	m a d a m e	madamă	madame	1
170477	madlene|madlenă|Ncfp-n|1	m a d l e n e	madlenă	madlene	1
170484	madmoazele|madmoazelă|Ncfp-n|2	m a d m o_X a z e l e	madmoazelă	madmoazele	2
170496	maestre|maestră|Ncfp-n|1	m a e s t r e	maestră	maestre	1
170505	maeștri|maestru|Ncmp-n|1	m a e S t r i	maestru	maeștri	1
170511	mafii|mafie|Ncfp-n|0	m a f i j	mafie	mafii	0
170517	mafiote|mafiotă|Ncfp-n|2	m a f i o t e	mafiotă	mafiote	2
170526	mafioți|mafiot|Ncmp-n|2	m a f i o ts i_0	mafiot	mafioți	2
170533	magazii|magazie|Ncfp-n|2	m a g a z i j	magazie	magazii	2
170538	magazine|magazin|Ncfp-n|2	m a g a z i n e	magazin	magazine	2
170550	maghernițe|magherniță|Ncfp-n|1	m a g_j e r n i ts e	magherniță	maghernițe	1
170564	maghiare|maghiară|Ncfp-n|1	m a g_j a r e	maghiară	maghiare	1
170573	maghiari|maghiar|Ncmp-n|1	m a g_j i a r i_0	maghiar	maghiari	1
170638	magi|mag|Ncmp-n|0	m a gZ	mag	magi	0
170651	magicieni|magician|Ncmp-n|3	m a gZ i tS i e n i_0	magician	magicieni	3
170662	magii|magie|Ncfp-n|1	m a gZ i j	magie	magii	1
170673	magistrale|magistrală|Ncfp-n|2	m a gZ i s t r a l e	magistrală	magistrale	2
170696	magistraturi|magistratură|Ncfp-n|3	m a gZ i s t r a t u r i_0	magistratură	magistraturi	3
170702	magistrați|magistrat|Ncmp-n|2	m a gZ i s t r a ts i_0	magistrat	magistrați	2
170708	magiunuri|magiun|Ncfp-n|1	m a gZ u n u r i_0	magiun	magiunuri	1
170715	magnați|magnat|Ncmp-n|1	m a g n a ts i_0	magnat	magnați	1
170718	magneți|magnet|Ncmp-n|1	m a g n e ts i_0	magnet	magneți	1
170736	magnetisme|magnetism|Ncfp-n|2	m a g n e t i s m e	magnetism	magnetisme	2
170745	magnetoflex|=|Ncfp-n|3	m a g n e t o f l e k s	=	magnetoflex	3
170750	magnetofoane|magnetofon|Ncfp-n|3	m a g n e t o f o_X a n e	magnetofon	magnetofoane	3
170765	magnetohidrodinamici|magnetohidrodinamică|Ncfp-n|6	m a g n e t o h i d r o d i n a m i tS	magnetohidrodinamică	magnetohidrodinamici	6
170778	magnetouri|magnetou|Ncfp-n|2	m a g n e t o u r i_0	magnetou	magnetouri	2
170818	magnitudini|magnitudine|Ncfp-n|2	m a g n i t u d i n i_0	magnitudine	magnitudini	2
170827	mahări|mahăr|Ncmp-n|0	m a h @ r i_0	mahăr	mahări	0
170845	mahalagioaice|mahalagioaică|Ncfp-n|3	m a h a l a gZ o_X a j tS e	mahalagioaică	mahalagioaice	3
170848	mahalagioaicele|mahalagioaică|Ncfp-n|3	m a h a l a gZ o_X a j tS e l e	mahalagioaică	mahalagioaicele	3
170853	maharadjahi|maharadjah|Ncmp-n|3	m a h a r a d Z a h i_0	maharadjah	maharadjahi	3
170868	mahomedani|mahomedan|Ncmp-n|3	m a h o m e d a n i_0	mahomedan	mahomedani	3
170874	mahomedanisme|mahomedanism|Ncfp-n|4	m a h o m e d a n i s m e	mahomedanism	mahomedanisme	4
170885	mahoni|mahon|Ncmp-n|1	m a h o n i_0	mahon	mahoni	1
170892	mahorci|mahorcă|Ncfp-n|1	m a h o r tS	mahorcă	mahorci	1
170900	maiștri|maistru|Ncmp-n|0	m a j S t r i	maistru	maiștri	0
170904	maiale|maial|Ncfp-n|1	m a j a l e	maial	maiale	1
170913	maice|maică|Ncfp-n|0	m a j tS e	maică	maice	0
170919	maici|maică|Ncfp-n|0	m a j tS	maică	maici	0
170928	maidane|maidan|Ncfp-n|1	m a j d a n e	maidan	maidane	1
170932	maidanezi|maidanez|Ncmp-n|2	m a j d a n e z i_0	maidanez	maidanezi	2
170942	maiestuozități|maiestuozitate|Ncfp-n|5	m a j e s t u o z i t @ ts i_0	maiestuozitate	maiestuozități	5
170948	mailuri|mail|Ncfp-n|0	m a j l u r i_0	mail	mailuri	0
170952	maimari|maimare|Ncmp-n|1	m a j m a r i_0	maimare	maimari	1
170956	maimuțe|maimuță|Ncfp-n|1	m a j m u ts e	maimuță	maimuțe	1
170968	maioneze|maioneză|Ncfp-n|2	m a j o n e z e	maioneză	maioneze	2
170975	maioresce|maiorescu|Ncfp-n|2	m a j o r e s tS e	maiorescu	maioresce	2
170979	maiori|maior|Ncmp-n|1	m a j o r i_0	maior	maiori	1
170988	maiouri|maiou|Ncfp-n|1	m a j o u r i_0	maiou	maiouri	1
171013	majestăți|majestate|Ncfp-n|2	m a Z e s t @ ts i_0	majestate	majestăți	2
171021	majorări|majorare|Ncfp-n|2	m a Z o r @ r i_0	majorare	majorări	2
171052	majorate|majorat|Ncfp-n|2	m a Z o r a t e	majorat	majorate	2
171072	majordomi|majordom|Ncmp-n|2	m a Z o r d o m i_0	majordom	majordomi	2
171085	majorete|majoretă|Ncfp-n|2	m a Z o r e t e	majoretă	majorete	2
171113	majorități|majoritate|Ncfp-n|3	m a Z o r i t @ ts i_0	majoritate	majorități	3
171133	malacoafe|malacof|Ncfp-n|2	m a l a k o_X a f e	malacof	malacoafe	2
171139	malacofuri|malacof|Ncfp-n|2	m a l a k o f u r i_0	malacof	malacofuri	2
171145	maladii|maladie|Ncfp-n|2	m a l a d i j	maladie	maladii	2
171165	malagueni|malaguena|Ncfp-n|3	m a l a g u e n i_0	malaguena	malagueni	3
171190	malarii|malarie|Ncfp-n|1	m a l a r i j	malarie	malarii	1
171195	malaxoare|malaxor|Ncfp-n|2	m a l a k s o_X a r e	malaxor	malaxoare	2
171202	maldăre|maldăr|Ncfp-n|0	m a l d @ r e	maldăr	maldăre	0
171236	malformații|malformație|Ncfp-n|2	m a l f o r m a ts i j	malformație	malformații	2
171270	malluri|mall|Ncfp-n|0	m a l l u r i_0	mall	malluri	0
171276	malnutriții|malnutriție|Ncfp-n|2	m a l n u t r i ts i j	malnutriție	malnutriții	2
171307	maltezi|maltez|Ncmp-n|1	m a l t e z i_0	maltez	maltezi	1
171368	maltratări|maltratare|Ncfp-n|2	m a l t r a t @ r i_0	maltratare	maltratări	2
171375	maluri|mal|Ncfp-n|0	m a l u r i_0	mal	maluri	0
171397	mame|mamă|Ncfp-n|0	m a m e	mamă	mame	0
171401	mamele|mamelă|Ncfp-n|1	m a m e l e	mamelă	mamele	1
171409	mameluci|mameluc|Ncmp-n|2	m a m e l u tS	mameluc	mameluci	2
171417	mamifere|mamifer|Ncfp-n|2	m a m i f e r e	mamifer	mamifere	2
171425	mamoși|mamoș|Ncmp-n|0	m a m o S i_0	mamoș	mamoși	0
171433	mamuți|mamut|Ncmp-n|1	m a m u ts i_0	mamut	mamuți	1
171439	manșe|manșă|Ncfp-n|0	m a n S e	manșă	manșe	0
171448	manageri|manager|Ncmp-n|0	m a n a gZ e r i_0	manager	manageri	0
171489	mandatari|mandatar|Ncmp-n|2	m a n d a t a r i_0	mandatar	mandatari	2
171527	mandate|mandat|Ncfp-n|1	m a n d a t e	mandat	mandate	1
171543	mandibule|mandibulă|Ncfp-n|1	m a n d i b u l e	mandibulă	mandibule	1
171550	mandrili|mandril|Ncmp-n|1	m a n d r i l i_0	mandril	mandrili	1
171556	mane|mană|Ncfp-n|0	m a n e	mană	mane	0
171561	manechine|manechin|Ncfp-n|2	m a n e k_j i n e	manechin	manechine	2
171572	manejuri|manej|Ncfp-n|1	m a n e Z u r i_0	manej	manejuri	1
171576	manele|manea|Ncfp-n|1	m a n e l e	manea	manele	1
171578	manele|manelă|Ncfp-n|1	m a n e l e	manelă	manele	1
171602	manete|manetă|Ncfp-n|1	m a n e t e	manetă	manete	1
171611	manevrări|manevrare|Ncfp-n|2	m a n e v r @ r i_0	manevrare	manevrări	2
171621	manevrabilități|manevrabilitate|Ncfp-n|5	m a n e v r a b i l i t @ ts i_0	manevrabilitate	manevrabilități	5
171632	manevranți|manevrant|Ncmp-n|2	m a n e v r a n ts i_0	manevrant	manevranți	2
171670	manevre|manevră|Ncfp-n|1	m a n e v r e	manevră	manevre	1
171684	mangale|mangal|Ncfp-n|1	m a n g a l e	mangal	mangale	1
171689	mangaluri|mangal|Ncfp-n|1	m a n g a l u r i_0	mangal	mangaluri	1
171704	mangleli|mangleală|Ncfp-n|1	m a n g l e l i_0	mangleală	mangleli	1
171737	mangăle|mangăl|Ncfp-n|0	m a n g @ l e	mangăl	mangăle	0
171742	mani|=|Ncmp-n|0	m a n i_0	=	mani	0
171771	manichiuri|manichiură|Ncfp-n|2	m a n i k_j u r i_0	manichiură	manichiuri	2
171805	maniere|manieră|Ncfp-n|2	m a n i e r e	manieră	maniere	2
171830	manifestări|manifestare|Ncfp-n|3	m a n i f e s t @ r i_0	manifestare	manifestări	3
171846	manifestanți|manifestant|Ncmp-n|3	m a n i f e s t a n ts i_0	manifestant	manifestanți	3
171885	manifestații|manifestație|Ncfp-n|3	m a n i f e s t a ts i j	manifestație	manifestații	3
171892	manifestațiuni|manifestațiune|Ncfp-n|5	m a n i f e s t a ts i u n i_0	manifestațiune	manifestațiuni	5
171897	manifeste|manifest|Ncfp-n|2	m a n i f e s t e	manifest	manifeste	2
171927	manii|manie|Ncfp-n|1	m a n i j	manie	manii	1
171936	manipulări|manipulare|Ncfp-n|3	m a n i p u l @ r i_0	manipulare	manipulări	3
171948	manipulanți|manipulant|Ncmp-n|3	m a n i p u l a n ts i_0	manipulant	manipulanți	3
172004	manivele|manivelă|Ncfp-n|2	m a n i v e l e	manivelă	manivele	2
172011	manometre|manometru|Ncfp-n|2	m a n o m e t r e	manometru	manometre	2
172018	manopere|manoperă|Ncfp-n|1	m a n o p e r e	manoperă	manopere	1
172025	mansarde|mansardă|Ncfp-n|1	m a n s a r d e	mansardă	mansarde	1
172033	mantale|manta|Ncfp-n|1	m a n t a l e	manta	mantale	1
172039	mante|mantă|Ncfp-n|0	m a n t e	mantă	mante	0
172043	mantele|mantelă|Ncfp-n|1	m a n t e l e	mantelă	mantele	1
172054	mantii|mantie|Ncfp-n|0	m a n t i j	mantie	mantii	0
172059	mantinele|mantinelă|Ncfp-n|2	m a n t i n e l e	mantinelă	mantinele	2
172067	mantăi|manta|Ncfp-n|1	m a n t @ j	manta	mantăi	1
172078	manuale|manual|Ncfp-n|2	m a n u a l e	manual	manuale	2
172093	manubrii|manubriu|Ncfp-n|1	m a n u b r i j	manubriu	manubrii	1
172115	manufacturi|manufactură|Ncfp-n|3	m a n u f a k t u r i_0	manufactură	manufacturi	3
172135	manuscripte|manuscript|Ncfp-n|2	m a n u s k r i p t e	manuscript	manuscripte	2
172142	manuscrise|manuscris|Ncfp-n|2	m a n u s k r i s e	manuscris	manuscrise	2
172153	mapamonduri|mapamond|Ncfp-n|2	m a p a m o n d u r i_0	mapamond	mapamonduri	2
172156	mape|mapă|Ncfp-n|0	m a p e	mapă	mape	0
172205	marșrute|marșrut|Ncfp-n|1	m a r S r u t e	marșrut	marșrute	1
172213	marșuri|marș|Ncfp-n|0	m a r S u r i_0	marș	marșuri	0
172254	marțieni|marțian|Ncmp-n|2	m a r ts i e n i_0	marțian	marțieni	2
172267	marțuri|marț|Ncfp-n|0	m a r ts u r i_0	marț	marțuri	0
172270	marabut|=|Ncfp-n|2	m a r a b u t	=	marabut	2
172275	marabuți|marabut|Ncmp-n|2	m a r a b u ts i_0	marabut	marabuți	2
172290	maramureșence|maramureșeancă|Ncfp-n|4	m a r a m u r e S e n tS e	maramureșeancă	maramureșence	4
172301	maramureșeni|maramureșean|Ncmp-n|4	m a r a m u r e S e n i_0	maramureșean	maramureșeni	4
172309	marangozi|marangoz|Ncmp-n|2	m a r a n g o z i_0	marangoz	marangozi	2
172316	marasme|marasm|Ncfp-n|1	m a r a s m e	marasm	marasme	1
172322	maratoane|maraton|Ncfp-n|2	m a r a t o_X a n e	maraton	maratoane	2
172329	maratonuri|maraton|Ncfp-n|2	m a r a t o n u r i_0	maraton	maratonuri	2
172335	marcări|marcare|Ncfp-n|1	m a r k @ r i_0	marcare	marcări	1
172355	marcaje|marcaj|Ncfp-n|1	m a r k a Z e	marcaj	marcaje	1
172399	marcatoare|marcator|Ncfp-n|2	m a r k a t o_X a r e	marcator	marcatoare	2
172406	marcatori|marcator|Ncmp-n|2	m a r k a t o r i_0	marcator	marcatori	2
172417	marcgrafi|marcgraf|Ncmp-n|1	m a r tS g r a f i_0	marcgraf	marcgrafi	1
172429	marchizi|marchiz|Ncmp-n|1	m a r k_j i z i_0	marchiz	marchizi	1
172437	marcuri|marc|Ncfp-n|0	m a r k u r i_0	marc	marcuri	0
172443	mardeiași|mardeiaș|Ncmp-n|2	m a r d e j a S i_0	mardeiaș	mardeiași	2
